isbn,title,authors,publication_year,average_rating,ratings_count
375727132,The Dive From Clausen's Pier,Ann Packer,2002,3.41,18445
60576170,Death in Venice,"Thomas Mann, Michael Henry Heim, Michael Cunningham",1912,3.73,17168
62508342,The Tibetan Book of Living and Dying,"Sogyal Rinpoche, Andrew Harvey",1992,4.22,17170
345482409,Enchantment,Orson Scott Card,1999,3.89,21889
1594561796,The Fall of the House of Usher,Edgar Allan Poe,1839,3.92,26468
141691420X,"The Soldiers of Halla (Pendragon, #10)",D.J. MacHale,2009,4.27,19502
385732074,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",E. Lockhart,2005,3.49,22687
140236236,"Regeneration (Regeneration, #1)",Pat Barker,1991,4.03,17126
91879205,Lucky Man,Michael J. Fox,2002,4.06,16862
1841957178,The Penelopiad,Margaret Atwood,2005,3.66,21731
1597801607,The Improbable Adventures of Sherlock Holmes,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007,4.37,16405
743265025,The Starter Wife,Gigi Levangie Grazer,2005,3.51,17173
140120077X,"Fables, Vol. 2: Animal Farm","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,4.12,23951
067974472X,The Fire Next Time,"James     Baldwin, Kivanç Güney",1963,4.45,19816
786837462,Don't Let the Pigeon Stay Up Late!,Mo Willems,2006,4.35,25532
1401204953,We3,"Grant Morrison, Frank Quitely",2005,3.95,18822
60096128,"Princess in Pink (The Princess Diaries, #5)",Meg Cabot,2003,3.69,27057
61288853,"The Coffin Club (Vampire Kisses, #5)",Ellen Schreiber,2008,4.06,22257
375753141,Main Street,Sinclair Lewis,1920,3.75,19040
618683070,"Dairy Queen (Dairy Queen, #1)",Catherine Gilbert Murdock,2006,3.73,23306
61493341,Telegraph Avenue,Michael Chabon,2012,3.36,15614
385341962,"Undone (Will Trent, #3)",Karin Slaughter,2009,4.24,17871
125005480X,The Book of Speculation,Erika Swyler,2015,3.59,17345
042523567X,"Flirt (Anita Blake, Vampire Hunter #18)",Laurell K. Hamilton,2009,3.7,26325
515124214,"Inner Harbor (Chesapeake Bay Saga, #3)",Nora Roberts,1998,4.16,23833
61779725,"Bite Me (A Love Story, #3)",Christopher Moore,2010,3.85,20914
394719689,Zen of Seeing: Seeing/Drawing as Meditation,Frederick Franck,1973,3.92,14748
886778581,"Green Rider (Green Rider, #1)",Kristen Britain,1998,4.09,24006
785729194,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey,1968,4.22,18896
1594631395,"Boy, Snow, Bird",Helen Oyeyemi,2013,3.34,17667
312939035,"E is for Evidence (Kinsey Millhone, #5)",Sue Grafton,1988,3.88,24206
140006760X,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David  Brooks,2011,3.83,15378
385533411,Solar,Ian McEwan,2010,3.23,17333
226458083,The Structure of Scientific Revolutions,Thomas S. Kuhn,1962,3.98,15950
312424671,Small Island,Andrea Levy,2004,3.89,17205
1250022134,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",Louise Penny,2016,4.46,13563
446610178,The Sky is Falling,Sidney Sheldon,2000,3.54,15345
385517254,The Fifth Discipline: The Art & Practice of The Learning Organization,Peter M. Senge,1990,3.93,20935
553265954,Darkness at Noon,"Arthur Koestler, Daphne Hardy",1940,4.06,16818
425238814,"The Perfect Play (Play by Play, #1)",Jaci Burton,2011,3.93,31260
767915593,Straight Talking,Jane Green,1997,3.63,17917
441014186,"Dauntless (The Lost Fleet, #1)",Jack Campbell,2006,3.93,19074
7133618,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,2000,4.16,21007
778322858,Me & Emma,Elizabeth Flock,2005,3.9,16975
515136263,"Chesapeake Blue (Chesapeake Bay Saga, #4)",Nora Roberts,2002,4.17,23925
316040096,Ash,Malinda Lo,2009,3.62,14513
000721975X,"The Burning Land (The Saxon Stories, #5)",Bernard Cornwell,2009,4.29,15373
609807919,"Second Helpings (Jessica Darling, #2)",Megan McCafferty,2003,4.08,23180
893816949,Diane Arbus: Monograph,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1972,4,14769
763620912,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,2003,3.77,21129
1551111721,Lord Jim,Joseph Conrad,1900,3.61,19113
375836977,A Color of His Own,Leo Lionni,1975,4.25,17617
671664263,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,Neil Gaiman,1987,4.31,18015
142400769,"Things Not Seen (Things, #1)",Andrew Clements,2002,3.88,21478
765335344,"Vicious (Villains, #1)","V.E. Schwab, Victoria Schwab",2013,4.25,23613
425194523,"Raise the Titanic! (Dirk Pitt, #4)",Clive Cussler,1976,3.96,18945
078685149X,The Supernaturalist,Eoin Colfer,2004,3.85,23010
60852003,"Queen of Babble in the Big City (Queen of Babble, #2)",Meg Cabot,2007,3.77,24000
394900871,Yertle the Turtle and Other Stories,Dr. Seuss,1958,4.13,24972
1609071220,The Rent Collector,Camron Wright,2012,4.23,16153
037570342X,Family Matters,Rohinton Mistry,2001,3.99,16790
553588729,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,2002,3.92,13035
786856920,Schooled,Gordon Korman,2000,3.82,20411
1936608898,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"Dallas Hartwig, Melissa Hartwig",2012,4.09,13643
151012709,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote,2007,4.18,14953
440227194,"Brian's Winter (Brian's Saga, #3)",Gary Paulsen,1996,3.98,16861
452287073,How the García Girls Lost Their Accents ,Julia Alvarez,1991,3.62,15231
1406501077,"Jo's Boys (Little Women, #3)",Louisa May Alcott,1886,3.8,23877
525955100,Home (Myron Bolitar #11),Harlan Coben,2016,4.2,12183
872860744,Notes of a Dirty Old Man,Charles Bukowski,1969,3.99,15443
525952896,"The Absent One (Department Q, #2)","Jussi Adler-Olsen, K.E. Semmel",2008,3.85,13479
1594486344,The Good Lord Bird,James McBride,2013,3.75,14538
689840349,"Greenwitch (The Dark Is Rising, #3)",Susan Cooper,1974,4,21364
158240612X,"The Walking Dead, Vol. 05: The Best Defense","Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,4.3,19431
671023462,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",Elizabeth Chandler,1995,4.08,21813
62072188,"Portrait of a Spy (Gabriel Allon, #11)",Daniel Silva,2011,4.24,16744
316012823,"One Good Turn (Jackson Brodie, #2)",Kate Atkinson,2006,3.79,19384
64407330,"Abarat (Abarat, #1)",Clive Barker,2002,4.08,20460
586203192,"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,1987,3.52,17843
1439187312,"The Walk (The Walk, #1)",Richard Paul Evans,2010,4.12,16224
61284424,"Afterlife (Evernight, #4)",Claudia Gray,2011,3.8,23780
399250484,Slam,Nick Hornby,2007,3.27,17393
547628382,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,2013,4.15,28133
544289595,The Crossover,Kwame Alexander,2014,4.22,21249
739464469,The Line of Beauty,Alan Hollinghurst,2004,3.7,15844
749009519,The Rose Garden,Susanna Kearsley,2011,4.01,18553
1595541217,Monster,Frank E. Peretti,2005,3.8,17583
451208188,"The English Assassin (Gabriel Allon, #2)",Daniel Silva,2002,4.12,16810
743284887,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,2006,3.85,13892
60833459,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,1966,4.11,16326
1632150190,"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014,3.9,25138
553808036,Innocence,Dean Koontz,2013,3.69,13482
399154779,"Dark of the Moon (Virgil Flowers, #1)",John Sandford,2004,4,18708
1401917593,The Law of Attraction: The Basics of the Teachings of Abraham,"Esther Hicks, Jerry Hicks",2006,4.15,13358
1423157524,"In The Afterlight (The Darkest Minds, #3)",Alexandra Bracken,2014,4.36,25788
373210450,"Goddess Interrupted (Goddess Test, #2)",Aimee Carter,2012,4.02,26286
689859384,"Lucinda's Secret (The Spiderwick Chronicles, #3)","Holly Black, Tony DiTerlizzi",2003,3.87,25217
688213855,"Henry Huggins (Henry Huggins, #1)","Beverly Cleary, Tracy Dockray",1950,3.97,21823
64434516,Bedtime for Frances,"Russell Hoban, Garth Williams",1960,4.14,22865
4770020678,Totto-chan: The Little Girl at the Window,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981,4.3,13859
804178429,"Half the World (Shattered Sea, #2)",Joe Abercrombie,2015,4.2,12396
375758259,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,2000,4.16,15619
1590303164,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,1986,4.17,18477
316000981,"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,2002,4.17,19326
886777631,"City of Golden Shadow (Otherland, #1)",Tad Williams,1996,3.9,19334
425217299,"An Ice Cold Grave (Harper Connelly, #3)",Charlaine Harris,2007,3.95,26178
316089516,The Postcard Killers,"James Patterson, Liza Marklund",2010,3.78,18542
1421536382,"Kamisama Kiss, Vol. 1","Julietta Suzuki, Tomo Kimura",2008,4.38,20569
689869118,"Black Water (Pendragon, #5)",D.J. MacHale,2004,4.16,19634
425093255,"Five Little Pigs (Hercule Poirot, #24)",Agatha Christie,1942,3.95,19618
345524497,Embassytown,China Miéville,2011,3.86,17388
553582763,By the Light of the Moon,Dean Koontz,2002,3.84,19276
553212419,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,1927,4.45,17950
60809086,"Strong Poison (Lord Peter Wimsey, #6)",Dorothy L. Sayers,1930,4.14,18578
836220625,The Far Side Gallery,Gary Larson,1984,4.42,20022
373210698,"The Eternity Cure (Blood of Eden, #2)",Julie Kagawa,2013,4.26,27278
425163717,"Holiday in Death (In Death, #7)",J.D. Robb,1998,4.31,24511
074349282X,Between a Rock and a Hard Place,Aron Ralston,2004,3.82,14350
345379063,"Legend (The Drenai Saga, #1)",David Gemmell,1984,4.25,18260
803736703,"Three Times Lucky (Tupelo Landing, #1)",Sheila Turnage,2012,4.01,17797
330418882,"Every Boy's Got One (Boy, #3)",Meg Cabot,2004,3.77,19771
451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1987,4.2,17384
385538898,The Guest Room,Chris Bohjalian,2016,3.68,14635
811874559,All My Friends Are Dead,"Avery Monsen, Jory John",2010,4.24,19423
1405038160,"The Six Sacred Stones (Jack West Jr, #2)",Matthew Reilly,2007,4.16,17064
051512317X,"Rising Tides (Chesapeake Bay Saga, #2)",Nora Roberts,1998,4.16,23604
1421506130,"Bleach, Volume 15",Tite Kubo,2004,4.41,17078
60727535,Cash,"Johnny Cash, Patrick   Carr",1997,4.08,15113
6471250,A Stranger In The Mirror,Sidney Sheldon,1976,3.61,15606
375821821,Flush,Carl Hiaasen,2005,3.86,20076
679600213,Out of Africa,"Isak Dinesen, Karen Blixen",1937,3.96,21687
743281632,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",Robert Crais,2007,4.1,17637
1400067820,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,2012,4.04,16184
62267728,"From Ashes (From Ashes, #1)",Molly McAdams,2012,4.13,11196
1451683405,Free Will,Sam Harris,2012,3.83,15647
149262246X,This Is Where It Ends,Marieke Nijkamp,2016,3.63,23764
778324214,"Stray (Shifters, #1)",Rachel Vincent,2007,3.79,29063
316018600,A Summer Affair,Elin Hilderbrand,2008,3.66,19033
385737432,Liar & Spy,Rebecca Stead,2012,3.81,18990
142302392,"Mariel of Redwall (Redwall, #4)","Brian Jacques, Gary Chalk",1991,3.96,21214
142003344,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,2002,4.07,15647
345496531,The Dreaming Void,Peter F. Hamilton,2007,4.18,16181
545040566,"Being Nikki (Airhead, #2)",Meg Cabot,2009,3.87,25531
743482859,Antony and Cleopatra,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,3.67,20594
689839081,"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,2001,4.05,21629
1442413174,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",Christopher Pike,2010,4.14,17343
743442849,Addicted,Zane,1998,4.26,13677
765329581,"Article 5 (Article 5, #1)",Kristen Simmons,2012,3.78,23732
312241356,"And the Band Played On: Politics, People, and the AIDS Epidemic","Randy Shilts, William Greider",1987,4.37,16769
440244447,"Midnight Rising (Midnight Breed, #4)",Lara Adrian,2008,4.23,26597
60534044,"Kisscut (Grant County, #2)",Karin Slaughter,2002,4.12,18833
1936365014,It Chooses You,"Miranda July, Brigitte Sire",2011,3.88,16044
747549923,Last Exit to Brooklyn,"Hubert Selby Jr., Gilbert Sorrentino",1964,3.94,15491
571207766,The Feast of the Goat,"Mario Vargas Llosa, Edith Grossman",2000,4.22,10961
439755204,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",Jordan Sonnenblick,2004,4.25,18551
1439172560,The First Bad Man,Miranda July,2015,3.58,15560
886776066,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",Tad Williams,1993,4.19,18356
1400097029,The Sea,John Banville,2005,3.49,16558
316405345,Invisible,"James Patterson, David Ellis",2014,4.05,14518
425210758,Mr. Murder,Dean Koontz,1993,3.72,19904
316074144,"Changeless (Parasol Protectorate, #2)",Gail Carriger,2010,4,30703
812505182,The Magic of Recluce (The Saga of Recluce #1),L.E. Modesitt Jr.,1991,3.84,18879
451211030,"The Bastard (Kent Family Chronicles, #1)",John Jakes,1974,4.09,18287
1594745765,"The Last Policeman (The Last Policeman, #1)",Ben H. Winters,2012,3.76,14725
345487133,Earth Abides,George R. Stewart,1949,3.96,17200
446608378,Thunderhead,"Douglas Preston, Lincoln Child",1999,4.09,19704
316106534,"Allies of the Night (Cirque du Freak, #8)",Darren Shan,2002,4.19,18649
425241505,"Dragon Bound (Elder Races, #1)",Thea Harrison,2011,4.13,29920
553269216,"Rainbow Valley (Anne of Green Gables, #7)",L.M. Montgomery,1919,4,27353
843955848,The Colorado Kid (Hard Case Crime #13),Stephen King,2005,3.28,19406
194232638,The Monkey's Paw (Oxford Bookworms),"Diane Mowat, W.W. Jacobs",1902,3.85,18113
553297260,Darkness,John Saul,1991,3.92,17338
157683932X,The Pursuit of Holiness,"Jerry Bridges, Foster W. Cline, Jim Fay",1978,4.28,14574
380811081,"Again the Magic (Wallflowers, #0)",Lisa Kleypas,2004,4.05,24978
61093327,Low Country,Anne Rivers Siddons,1998,3.96,16364
385737637,Revolution,Jennifer Donnelly,2010,4.02,20607
345451325,Halo: The Fall of Reach,Eric S. Nylund,2001,4.25,14525
61957917,"Ever After (The Hollows, #11)",Kim Harrison,2013,4.45,22312
446324825,Audrey Rose,Frank De Felitta,1975,3.86,17688
110194661X,The Nix,Nathan  Hill,2016,4.12,20807
61935107,"Vanish (Firelight, #2)",Sophie Jordan,2011,3.95,25947
836218523,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,1989,4.66,18641
809510839,Carmilla,J. Sheridan Le Fanu,1872,3.83,21582
439436567,"Drowned Wednesday (The Keys to the Kingdom, #3)",Garth Nix,2004,3.85,21267
375829830,Saving Francesca,Melina Marchetta,2003,3.97,24398
316224189,"Confessions of a Murder Suspect (Confessions, #1)","James Patterson, Maxine Paetro",2012,3.89,19223
1401205011,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)","Brian K. Vaughan, Pia Guerra, Goran Suduka, José Marzán Jr.",2005,4.21,20974
307394956,Skeletons at the Feast,Chris Bohjalian,2008,3.99,18706
449221490,"L is for Lawless (Kinsey Millhone, #12)",Sue Grafton,1994,3.91,22383
440420059,Milkweed,Jerry Spinelli,2003,4,19461
60283262,If You Give a Pig a Party,"Laura Joffe Numeroff, Felicia Bond",2000,4.22,18297
140157727,"Virtual Light (Bridge, #1)",William Gibson,1993,3.84,16273
61719544,American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,2009,3.96,17033
1401303382,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,2008,3.82,17181
61852058,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",Sarah MacLean,2010,4.08,27201
316185906,The Lifeboat,Charlotte Rogan,2012,3.2,18260
781805503,Quo Vadis,"Henryk Sienkiewicz, W.S. Kuniczak",1895,4.13,18466
62235796,"The Jewel (The Lone City, #1)",Amy Ewing,2014,3.86,21247
439672449,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,2001,3.76,22634
586203818,"Servant of the Empire (The Empire Trilogy, #2)","Raymond E. Feist, Janny Wurts",1990,4.27,20016
515144592,"The Hollow (Sign of Seven, #2)",Nora Roberts,2008,4.11,23983
590259385,Is Your Mama a Llama?,"Deborah Guarino, Steven Kellogg",1989,4.16,19267
1476792496,"After We Collided (After, #2)",Anna Todd,2013,3.73,16338
385535635,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",Jacob Tomsky,2012,3.54,16181
067975833X,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,1998,4.08,16792
312546343,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",David Wong,2012,4.26,15031
3822835536,Dali: The Paintings,"Robert Descharnes, Gilles Néret",1994,4.17,14600
1416505067,"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,2005,4.08,15374
1605045535,"Unleashed (Ross Siblings, #1)",Cherrie Lynn,2009,3.89,27833
345443586,"Mistral's Kiss (Merry Gentry, #5)",Laurell K. Hamilton,2006,4.03,25340
743287932,The 8th Habit: From Effectiveness to Greatness,Stephen R. Covey,,3.99,13765
044640098X,Desire Unchained (Demonica #2),Larissa Ione,2009,4.25,26939
399146261,Cold Fire / Hideaway / The Key to Midnight,"Dean Koontz, Leigh Nichols",2000,4.16,17581
765327821,"I Am Not A Serial Killer (John Cleaver, #1)",Dan Wells,2009,3.77,18878
1476789258,Eight Hundred Grapes,Laura Dave,2015,3.58,14135
044900578X,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",Fannie Flagg,1998,3.84,18307
393318680,Filth,Irvine Welsh,1998,3.76,16162
316066346,The Girls,Lori Lansens,2005,3.79,16201
345543009,"Turbo Twenty-Three (Stephanie Plum, #23)",Janet Evanovich,2016,3.75,15021
446618675,The Alibi,Sandra Brown,1999,4.03,17729
62088149,A Land More Kind Than Home,Wiley Cash,2012,3.84,15318
590224735,"Kristy's Great Idea (The Baby-Sitters Club, #1)",Ann M. Martin,1986,3.94,21952
545298423,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",Roland Smith,2012,4.17,17887
307718964,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri  Fink,2013,3.87,15344
1400031540,"The Fifth Woman (Kurt Wallander, #6)","Henning Mankell, Steven T. Murray",1996,4.02,16094
1594489998,The Wordy Shipmates,Sarah Vowell,2008,3.66,17541
140443150,Bel-Ami,"Guy de Maupassant, Douglas Parmée",1885,3.81,17016
226500667,A River Runs Through It and Other Stories,Norman Maclean,1976,4.17,16501
1451616880,The Time in Between,"María Dueñas, Daniel Hahn",2009,4.04,10166
452280397,Paradise,Toni Morrison,1997,3.77,17524
425190455,Idoru (Bridge #2),William Gibson,1996,3.78,16099
373777922,"The Best Man (Blue Heron, #1)",Kristan Higgins,2013,3.93,18998
64473457,"Castle in the Air (Howl's Moving Castle, #2)",Diana Wynne Jones,1990,3.93,22964
545298407,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",Jude Watson,2011,4.14,18168
1594202435,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,2010,4,18997
1523662441,RoomHate,Penelope Ward,2016,4.07,21136
1416960597,Living Dead Girl,Elizabeth Scott,2008,3.83,22014
938077872,The Dhammapada,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500,4.29,12639
671028367,"Deadly Decisions (Temperance Brennan, #3)",Kathy Reichs,2000,3.93,21646
812995821,Rising Strong,Brené Brown,2015,4.19,22022
385344031,"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,2013,4.17,21892
316018775,Swimsuit,"James Patterson, Maxine Paetro",2009,3.63,18462
